filename,animation_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,stroke_width,opacity,stroke_opacity,fill_r,fill_g,fill_b,stroke_r,stroke_g,stroke_b,svg_fill_r,diff_fill_r,svg_fill_g,diff_fill_g,svg_fill_b,diff_fill_b,svg_stroke_r,diff_stroke_r,svg_stroke_g,diff_stroke_g,svg_stroke_b,diff_stroke_b,rel_width,rel_height,rel_x_position,rel_y_position,nr_paths_svg
logo_100,18,21.831408,3.47,-0.71046174,-4.884549,3.569425,-0.054243885,1.0503227,0.6598585,0.87890005,0.60820717,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0466195121090798,0.1137022118578201,0.8477678020214133,0.94314889407109,22
logo_100,20,21.36358,6.072963,0.16957298,-5.198837,4.5236144,0.7696093,-0.9058028,-0.0877269,-0.25969067,-0.45415255,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0128940080785986,0.1099215603137586,0.9466336231986312,0.9431312274750892,22
logo_100,2,3.5329986,-13.104265,7.5022326,1.2482375,1.7016333,-1.2127995,3.5561101,-0.4196235,-0.38196424,-1.7188003,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0392464678178963,0.1099215603137584,0.0672481611486426,0.943131227475089,22
logo_100,21,25.308527,7.2337303,-0.9023345,0.6596869,4.3039327,0.26952937,-0.79965496,-1.7687938,-0.5343405,-0.20766038,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0326142557282206,0.1099215603137584,0.9836928721358896,0.943131227475089,22
logo_100,3,4.652503,-10.031352,7.4539795,-2.9652352,2.3213441,-0.13242777,1.0225765,-0.5697271,-0.65222824,0.06772852,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0499885347397385,0.1099215603137586,0.1184802356551954,0.9431312274750892,22
logo_100,4,7.583424,-12.93775,5.800326,3.7606745,0.021976491,-0.4900897,-0.58677804,-0.503298,-0.9765929,0.14596254,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.04693701162401,0.1099215603137586,0.1718818901804455,0.9431312274750892,22
logo_100,5,7.0981665,-8.470848,5.9133363,-3.980468,2.0943837,0.124129795,-0.90718096,0.07311606,-0.31059408,-0.27827585,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0128940080785987,0.1099215603137586,0.2114811352371544,0.9431312274750892,22
logo_100,6,9.77674,-12.890828,4.3908505,1.9775589,-0.6233446,-0.98801893,0.11942935,0.10588904,0.47839242,0.2754492,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0348367523327394,0.1136668786658186,0.2481699680736598,0.9431665606670896,22
logo_100,7,11.483065,-10.822568,3.9886646,1.4090446,-0.007245181,-0.628084,-0.74978286,-1.2139798,-1.0427569,0.20293862,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0304270368475825,0.1099215603137586,0.3179669447727232,0.9431312274750892,22
logo_100,8,10.862717,-7.460242,3.863739,-1.5564281,1.0217192,-0.95625365,-0.14190143,0.3856225,-0.13210726,2.108622,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0402518829485121,0.1414034343862628,0.3640837493164939,0.9292629496148678,22
logo_101,0,9.014927,-1.507265,-6.320758,-1.8625474,-4.7767525,2.3256118,0.75140965,-0.39905152,0.0779824,0.2925295,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.1327641860547156,0.463484322273948,0.4996877921436506,0.2317667922855243,27
logo_100,9,14.007326,-9.099301,2.4216976,0.15763292,0.94611377,-1.8406135,3.6063063,-0.25994846,-0.5624685,-1.3107777,0.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,3.090909090909091,-3.090909090909091,6.727272727272728,-6.727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0392464678178963,0.1099215603137584,0.4175735981514471,0.943131227475089,22
logo_101,1,2.9915526,-3.3686135,-2.761474,-4.433808,-0.71805876,-2.1118898,-0.89254725,1.1286148,0.6251197,-0.40478295,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0531088494170358,0.185404812926427,0.3072610375178592,0.0927024064632135,27
logo_101,11,3.6014185,-12.894251,3.2077205,3.0481975,-1.0450866,0.011062033,-0.32695675,-0.7513725,-0.059967518,0.103010945,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0302577037729525,0.2132010640656182,0.1411955620623356,0.826033276681692,27
logo_101,10,1.2567264,-10.172109,5.1514764,-3.8006904,1.0523344,-0.5754369,1.2727411,0.7225585,0.7987672,0.87089807,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0415077699186848,0.1609029779058611,0.0945513555465401,0.8521761619744328,27
logo_101,13,5.850855,-11.675403,1.8927637,1.6384845,-0.9573805,0.43479365,-0.2983034,-0.7685798,0.35482106,-0.02592982,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0243433933642603,0.2329675607773591,0.223670470781225,0.8127940343358209,27
logo_101,12,4.048148,-12.243077,2.9195428,0.9133115,-0.76849735,-1.7725515,1.7618037,-0.1566114,0.24122487,0.21687847,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0380152752544406,0.1609091356929982,0.1837669553560402,0.8521792408680012,27
logo_101,14,8.854051,-10.600105,-0.65606165,4.3539314,-2.2429035,-0.99225944,-0.05967672,0.12653671,0.5390433,0.12323019,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0588626461820684,0.2299687184413409,0.3089120349955019,0.8176432917066924,27
logo_101,15,8.844988,-7.1801972,0.6043494,-4.6483693,0.34718823,-1.0296571,1.2491449,0.57993394,0.8067248,1.1492679,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0415077699186852,0.1609029779058611,0.3686980756001619,0.8521761619744328,27
logo_101,17,11.920902,-5.8099937,-1.5840619,-1.7017168,0.4450262,-1.010586,3.0649405,-0.70952684,-0.20726474,-0.9864459,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0477131215493976,0.2363297125544962,0.4576226341876421,0.8144751102243896,27
logo_101,16,11.626229,-7.8884373,-1.0952038,0.9787437,-1.1891705,0.23766175,-0.4331144,-0.9965525,0.35004738,-0.09879737,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.024341629478066,0.2329675607773591,0.4119961900058205,0.8127940343358209,27
logo_101,2,4.893246,-5.0003815,-1.1695944,-4.334641,-0.37226903,-2.0457666,-0.7407691,1.0525278,0.91318196,-0.37463337,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0531088494170358,0.1854109707135645,0.3072610375178592,0.3708280992142664,27
logo_101,20,17.693977,-2.4573114,-3.7499251,-0.5029542,-0.5420769,-2.3826835,1.4936725,-0.17424919,0.047488958,0.101456225,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0380135113682467,0.1609091356929982,0.6181142292699273,0.8521792408680012,27
logo_101,18,14.621368,-5.5677776,-2.5670836,-0.22682035,-0.9078945,-2.210994,1.6369882,-0.30247024,0.14243327,0.23266116,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0380152752544405,0.1609091356929982,0.508921736369569,0.8521792408680012,27
logo_101,19,17.093077,-5.312826,-4.627306,6.096627,-1.0971448,0.052291196,0.28554356,0.97702646,-0.5647586,0.4824031,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0521775175065704,0.1575469839158607,0.5636136736457761,0.8505043227665702,27
logo_101,24,20.117743,5.7666636,-3.4154606,-5.610031,2.6988306,-0.35548168,0.84708554,0.713143,0.8791506,0.5466218,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0415077699186855,0.1609029789930372,0.8702467676785486,0.8521761625180209,27
logo_101,21,19.705252,-2.063512,-4.761531,2.1406207,-0.78065467,-1.0289536,-0.17547044,0.29095948,0.15638839,0.004531712,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0356887093644717,0.1575531417029979,0.6640811034872026,0.8505074016601393,27
logo_101,23,22.719498,2.3271317,-6.6360836,5.1591015,0.6781681,0.3276636,0.34781244,1.3001066,-0.20578271,0.31947884,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0521722258479889,0.1575469839158607,0.813708923500255,0.8505043227665702,27
logo_101,22,20.294418,0.54583305,-7.3862114,8.15841,2.290798,0.306812,-0.3142473,1.2287731,-0.8547482,0.5716082,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0598380752473854,0.2232505726742041,0.7508228529095301,0.8176525283873988,27
logo_101,3,5.0075583,-1.7882068,-3.992788,-4.635304,-0.73816174,-2.261265,-0.9439266,1.0604169,0.6183173,-0.42191178,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0531053216446475,0.185404812926427,0.3867893743495667,0.0927024064632135,27
logo_101,25,22.685934,7.297158,-4.119052,-1.5133392,3.3116505,-0.41790655,3.4562087,-0.8718936,-0.12112624,-1.7975721,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0468399978833368,0.228275326978497,0.923825692766302,0.8858623365107516,27
logo_101,4,6.9383864,-3.4047332,-2.4316485,-4.529733,-0.3431289,-2.1436718,-0.7499226,1.0056189,0.9461384,-0.368154,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0531053216446475,0.1854109707135645,0.3867893743495667,0.3708280992142664,27
logo_101,26,24.312836,8.975322,-5.50012,1.0132726,2.2542353,-0.013454581,0.031120235,-0.24885564,0.6404353,0.055759937,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0393752315100635,0.2329675607773599,0.9803123842449682,0.8127940343358209,27
logo_101,6,15.040868,3.3169737,-5.1870813,-5.404853,0.528028,-1.9617324,-0.71342975,1.0063429,0.76043814,-0.38077176,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.033192810399873,0.1158710816639522,0.7021625244739206,0.4056657793975865,27
logo_101,5,12.499361,5.3237033,-7.1386857,-5.5253744,0.00741215,-2.1386178,-0.9307607,1.0941426,0.4593619,-0.4708335,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.033192810399873,0.1158772383556245,0.7021625244739206,0.0581233527919407,27
logo_101,8,12.728758,0.73018295,-4.6185565,-5.1896152,0.041982587,-2.1545117,-0.6662818,1.0420619,0.6601618,-0.28884137,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0331892826274849,0.1158710805684872,0.6026123154534067,0.405665779945319,27
logo_101,7,10.095729,2.8099825,-6.6769795,-5.3518033,-0.5315829,-2.176839,-0.88140583,1.1000701,0.3012292,-0.3852553,0.0,1.0,1.0,251,185,8,0,0,0,83.66666666666667,167.33333333333331,61.66666666666666,123.33333333333334,2.6666666666666665,5.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0331892826274849,0.1158772383556245,0.6026123154534067,0.0581233527919407,27
logo_102,1,9.328401,1.462507,-3.9164526,-2.1015954,1.6370484,5.1714644,-0.44949195,1.8696485,3.2984898,-1.594105,0.0,1.0,1.0,255,255,255,0,0,0,54.91304347826087,200.08695652173915,46.30434782608695,208.69565217391303,23.217391304347824,231.7826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.2999474873691895,0.6225949015757243,0.500358447991885,0.3892687607028074,23
logo_102,0,7.3278246,3.2642212,-0.34716687,-4.768281,-6.3137026,6.570425,2.5684357,-0.97883934,1.5403842,0.8924219,0.0,1.0,1.0,251,185,8,0,0,0,54.91304347826087,196.08695652173915,46.30434782608695,138.69565217391306,23.217391304347824,-15.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.3749330150315171,0.7782547875178565,0.5003575518719048,0.3891273937589282,23
logo_101,9,1.1817614,-13.268337,2.6692739,10.326577,1.8965281,1.8367524,0.10746604,0.57533646,-0.49337274,0.4694836,0.0,1.0,1.0,0,0,0,0,0,0,83.66666666666667,-83.66666666666667,61.66666666666666,-61.66666666666666,2.6666666666666665,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0636180833612615,0.2232444148870663,0.0318090416806307,0.8176494494938299,27
logo_102,10,12.05092,-12.031484,2.293173,4.7056637,-0.4868138,-0.4666534,0.28192094,0.6604744,0.54393244,0.2812319,0.0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.0481664489095116,0.1129931101696953,0.3101749046976402,0.9434104398876756,23
logo_102,11,11.15301,-8.619551,3.1707067,-4.2361217,1.3302892,-0.4675776,1.322349,0.5895141,1.1002669,1.0619072,0.0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.0433256087791083,0.1129968303524291,0.3650523961352139,0.9434122999790424,23
logo_102,12,14.986226,-10.333583,1.3471695,4.4301715,-0.8416893,-0.6032855,0.39807683,0.42654306,0.06092718,0.45480773,0.0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.0388826459196969,0.109689587902198,0.4157593451872085,0.9434104398876756,23
logo_102,14,17.814064,-7.79005,-1.3941073,7.4547677,1.2570411,0.42511567,0.1594186,0.99931777,-0.10274786,0.6373453,0.0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.0391210138343003,0.1096933080849313,0.5189699638505201,0.943412299979042,23
logo_102,13,15.300745,-8.276088,1.3950996,0.28704768,0.61003447,-0.65019155,1.8733817,-0.445876,0.59789485,0.048471887,0.0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.0465014579872069,0.109693308084932,0.4665541139972149,0.9434122999790424,23
logo_102,15,19.261011,-6.2040167,-1.1541046,5.7494845,0.39055464,-0.39771947,0.1963283,1.2129713,-0.76850706,0.45667464,0.0,1.0,1.0,0,0,0,0,0,0,54.91304347826087,-54.91304347826087,46.30434782608695,-46.30434782608695,23.217391304347824,-23.217391304347824,0.0,0.0,0.0,0.0,0.0,0.0,0.0522921852961048,0.1096933080849315,0.5736467244126383,0.9434122999790424,23
