an_vec_0,an_vec_1,an_vec_2,an_vec_3,an_vec_4,an_vec_5,an_vec_6,an_vec_7,an_vec_8,an_vec_9,an_vec_10,an_vec_11,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,fill_r,fill_g,fill_b,svg_fill_r,svg_fill_g,svg_fill_b,diff_fill_r,diff_fill_g,diff_fill_b,rel_height,rel_width,rel_x_position,rel_y_position,rel_x_position_to_animations,rel_y_position_to_animations,nr_paths_svg,rating_0,rating_1,rating_2,rating_3
1,0,0,0,0,0,0.39605824261068107,0.15497227080241027,-1.0,-1.0,-1.0,-1.0,-8.973742999999997,3.7923963,1.3997374,-5.6447663,1.0280865,0.81335807,-0.4197176,-0.94420004,0.79595095,0.34114084,60.0,60.0,60.0,64.54166666666667,64.54166666666667,64.54166666666667,-4.541666666666671,-4.541666666666671,-4.541666666666671,0.08264752240953567,0.012298285549290248,0.0138616269326746,0.042024163937052036,0.010677226894413628,0.051287032476301696,24.0,1,0,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.7143089864296067,0.7069742566052191,24.0,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.7143089864296067,0.7785526945152526,24.0,1,1,1,0
0,1,0,0,0,0,-1.0,-1.0,0.7951935655656966,-1.0,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.7143089864296067,0.7069742566052191,24.0,1,1,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.7143089864296067,0.7785526945152526,24.0,1,1,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.3238327648331624,-1.0,-1.0,-12.2941475,3.4748952000000006,-2.736042,1.6579005,0.91905916,-0.7918491999999999,3.8248775,-0.68570197,-0.08533074,-0.8099907,60.0,60.0,60.0,64.54166666666667,64.54166666666667,64.54166666666667,-4.541666666666671,-4.541666666666671,-4.541666666666671,0.08423934680109069,0.05475168933808315,0.03383765572036357,0.042119673400545336,0.03978952630686397,0.05140359391374784,24.0,1,1,1,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.07243628666754276,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.7143948870097082,0.7069742566052191,24.0,1,1,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.7143948870097082,0.7785526945152526,24.0,1,1,1,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.12633089865085956,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.7143089864296067,0.7069742566052191,24.0,1,1,1,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.4630073578150215,-1.0,-1.0,-12.2941475,3.4748952000000006,-2.736042,1.6579005,0.91905916,-0.7918491999999999,3.8248775,-0.68570197,-0.08533074,-0.8099907,60.0,60.0,60.0,64.54166666666667,64.54166666666667,64.54166666666667,-4.541666666666671,-4.541666666666671,-4.541666666666671,0.08423934680109069,0.05475168933808315,0.03383765572036357,0.042119673400545336,0.0395007267267509,0.05140359391374784,24.0,0,0,0,0
1,0,0,0,0,0,0.3733119313950421,0.13853941251445526,-1.0,-1.0,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.7143089864296067,0.7069742566052191,24.0,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.8665618499863413,-1.0,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.7143089864296067,0.7785526945152526,24.0,1,1,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.5,0.4304244359529368,24.0,1,1,0,0
1,0,0,0,0,0,0.5714025946899135,0.4288890546751146,-1.0,-1.0,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.5,0.5695566796728625,24.0,1,0,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.4523795535098186,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.5,0.4304244359529368,24.0,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.5,0.5695566796728625,24.0,1,1,1,0
0,1,0,0,0,0,-1.0,-1.0,0.4745706786885481,-1.0,-1.0,-1.0,-12.2941475,3.4748952000000006,-2.736042,1.6579005,0.91905916,-0.7918491999999999,3.8248775,-0.68570197,-0.08533074,-0.8099907,60.0,60.0,60.0,64.54166666666667,64.54166666666667,64.54166666666667,-4.541666666666671,-4.541666666666671,-4.541666666666671,0.08423934680109069,0.05475168933808315,0.03383765572036357,0.042119673400545336,0.0395007267267509,0.05140359391374784,24.0,1,1,1,0
1,0,0,0,0,0,0.6574725026572553,0.6664104711248381,-1.0,-1.0,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.7143089864296067,0.7069742566052191,24.0,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-11.408032,3.1399999,-1.1686208,-0.4908116,-0.4481485,0.13832293,-1.1885940000000002,-1.1403835,-0.99141383,-0.0562021,60.0,60.0,60.0,64.54166666666667,64.54166666666667,64.54166666666667,-4.541666666666671,-4.541666666666671,-4.541666666666671,0.08264752240953567,0.044607340805900224,0.02932133616836432,0.042024163937052036,0.03327486834730185,0.050475394154684425,24.0,0,0,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.2590084917154736,-1.0,-1.0,-11.680123,2.8346033,-1.7426881999999997,-0.069826104,-0.39247227,-0.045855876,-0.89851373,-0.03380863,0.6575755,-0.4183543,60.0,60.0,60.0,64.54166666666667,64.54166666666667,64.54166666666667,-4.541666666666671,-4.541666666666671,-4.541666666666671,0.08353894406880649,0.04794246909045352,0.03022460007876417,0.04246987476668745,0.034577799939214275,0.05101981288978888,24.0,0,0,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.7143948870097082,0.7067235686408915,24.0,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.6852579929645369,-1.0,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.7143948870097082,0.7783632429893401,24.0,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.6520420203142754,-1.0,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.7143089864296067,0.7069742566052191,24.0,1,1,0,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.940352389566118,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.7143089864296067,0.7785526945152526,24.0,1,1,0,0
1,0,0,0,0,0,0.011654693792141124,0.7359916197968754,-1.0,-1.0,-1.0,-1.0,7.627292,4.5823264,7.082138499999999,-5.8642707000000005,-2.2791502,6.263388,1.0822386,-0.33233494,-0.6077968,0.0137782525,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3628882055240261,0.395994375746385,0.5015112311156477,0.5792887719245869,0.714079665394015,0.7067235686408915,24.0,1,1,1,1
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7067,3.7978299,8.069836,-5.7480807,-1.9755051,6.3667426,1.2018848999999998,-0.3431861,-0.45724216,0.05420785,167.0,167.0,167.0,64.54166666666667,64.54166666666667,64.54166666666667,102.45833333333331,102.45833333333331,102.45833333333331,0.3629041268242445,0.395994375746385,0.5015112311156477,0.6379395431595825,0.714079665394015,0.7783632429893401,24.0,1,1,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.710668599999999,9.74564,7.950523,-2.3730147,-6.326993,7.5453734,3.4533517,-0.20499009,2.6841547,0.6874070999999999,221.0,41.0,37.0,201.85714285714286,196.57142857142856,201.35714285714286,19.142857142857142,-155.57142857142858,-164.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,1,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.8444218515250481,0.7579544029403025,4.754991,7.8613043,4.0458465,1.4152241,-1.3700598,2.4396152,4.6431427,0.21542588,2.51064,5.4314013,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,0,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.710668599999999,9.74564,7.950523,-2.3730147,-6.326993,7.5453734,3.4533517,-0.20499009,2.6841547,0.6874070999999999,221.0,41.0,37.0,201.85714285714286,196.57142857142856,201.35714285714286,19.142857142857142,-155.57142857142858,-164.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,1,0
0,1,0,0,0,0,-1.0,-1.0,0.13436424411240122,-1.0,-1.0,-1.0,4.754991,7.8613043,4.0458465,1.4152241,-1.3700598,2.4396152,4.6431427,0.21542588,2.51064,5.4314013,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,1,0
1,0,0,0,0,0,0.8474337369372327,0.763774618976614,-1.0,-1.0,-1.0,-1.0,6.5206275,7.149394,8.482092,-2.570527,-1.7718724,4.1003656,0.8774886999999999,4.5834513,-1.4966627,-1.0964739,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.2405052862376817,0.8540012863634262,0.5012072475130237,0.5269667916792913,0.5,0.5008075116162778,28.0,1,0,0,0
1,0,0,0,0,0,0.9560342718892494,0.9478274870593494,-1.0,-1.0,-1.0,-1.0,5.710668599999999,9.74564,7.950523,-2.3730147,-6.326993,7.5453734,3.4533517,-0.20499009,2.6841547,0.6874070999999999,221.0,41.0,37.0,201.85714285714286,196.57142857142856,201.35714285714286,19.142857142857142,-155.57142857142858,-164.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,1,0
0,0,1,0,0,0,-1.0,-1.0,-1.0,0.05655136772680869,-1.0,-1.0,4.754991,7.8613043,4.0458465,1.4152241,-1.3700598,2.4396152,4.6431427,0.21542588,2.51064,5.4314013,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,1,1
0,1,0,0,0,0,-1.0,-1.0,0.08487199515892163,-1.0,-1.0,-1.0,6.5206275,7.149394,8.482092,-2.570527,-1.7718724,4.1003656,0.8774886999999999,4.5834513,-1.4966627,-1.0964739,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.2405052862376817,0.8540012863634262,0.5012072475130237,0.5269667916792913,0.5,0.5008075116162778,28.0,1,1,1,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.710668599999999,9.74564,7.950523,-2.3730147,-6.326993,7.5453734,3.4533517,-0.20499009,2.6841547,0.6874070999999999,221.0,41.0,37.0,201.85714285714286,196.57142857142856,201.35714285714286,19.142857142857142,-155.57142857142858,-164.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.5206275,7.149394,8.482092,-2.570527,-1.7718724,4.1003656,0.8774886999999999,4.5834513,-1.4966627,-1.0964739,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.2405052862376817,0.8540012863634262,0.5012072475130237,0.5269667916792913,0.5,0.5008075116162778,28.0,1,1,1,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.2360480897374345,0.1031660342307158,5.710668599999999,9.74564,7.950523,-2.3730147,-6.326993,7.5453734,3.4533517,-0.20499009,2.6841547,0.6874070999999999,221.0,41.0,37.0,201.85714285714286,196.57142857142856,201.35714285714286,19.142857142857142,-155.57142857142858,-164.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,0,0,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.754991,7.8613043,4.0458465,1.4152241,-1.3700598,2.4396152,4.6431427,0.21542588,2.51064,5.4314013,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,1,0
0,1,0,0,0,0,-1.0,-1.0,0.39605824261068107,-1.0,-1.0,-1.0,6.5206275,7.149394,8.482092,-2.570527,-1.7718724,4.1003656,0.8774886999999999,4.5834513,-1.4966627,-1.0964739,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.2405052862376817,0.8540012863634262,0.5012072475130237,0.5269667916792913,0.5,0.5008075116162778,28.0,1,1,1,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.710668599999999,9.74564,7.950523,-2.3730147,-6.326993,7.5453734,3.4533517,-0.20499009,2.6841547,0.6874070999999999,221.0,41.0,37.0,201.85714285714286,196.57142857142856,201.35714285714286,19.142857142857142,-155.57142857142858,-164.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,0,0
0,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.754991,7.8613043,4.0458465,1.4152241,-1.3700598,2.4396152,4.6431427,0.21542588,2.51064,5.4314013,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,0,0
0,1,0,0,0,0,-1.0,-1.0,0.793340083761663,-1.0,-1.0,-1.0,5.710668599999999,9.74564,7.950523,-2.3730147,-6.326993,7.5453734,3.4533517,-0.20499009,2.6841547,0.6874070999999999,221.0,41.0,37.0,201.85714285714286,196.57142857142856,201.35714285714286,19.142857142857142,-155.57142857142858,-164.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,0,0,0
1,0,0,0,0,0,0.8219540423197268,0.4850346279309453,-1.0,-1.0,-1.0,-1.0,4.754991,7.8613043,4.0458465,1.4152241,-1.3700598,2.4396152,4.6431427,0.21542588,2.51064,5.4314013,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,0,0,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.2616214829446579,0.0004517148850710084,6.5206275,7.149394,8.482092,-2.570527,-1.7718724,4.1003656,0.8774886999999999,4.5834513,-1.4966627,-1.0964739,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.2405052862376817,0.8540012863634262,0.5012072475130237,0.5269667916792913,0.5,0.5008075116162778,28.0,1,0,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.710668599999999,9.74564,7.950523,-2.3730147,-6.326993,7.5453734,3.4533517,-0.20499009,2.6841547,0.6874070999999999,221.0,41.0,37.0,201.85714285714286,196.57142857142856,201.35714285714286,19.142857142857142,-155.57142857142858,-164.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,0,0
0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.754991,7.8613043,4.0458465,1.4152241,-1.3700598,2.4396152,4.6431427,0.21542588,2.51064,5.4314013,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.7638370332892342,0.8066667844782206,0.4989577724110771,0.5263499844019671,0.4973659581807828,0.5,28.0,1,1,0,0
0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0.3238327648331624,0.15084917392450192,6.5206275,7.149394,8.482092,-2.570527,-1.7718724,4.1003656,0.8774886999999999,4.5834513,-1.4966627,-1.0964739,38.0,54.0,123.0,201.85714285714286,196.57142857142856,201.35714285714286,-163.85714285714286,-142.57142857142858,-78.35714285714286,0.2405052862376817,0.8540012863634262,0.5012072475130237,0.5269667916792913,0.5,0.5008075116162778,28.0,1,0,0,0
