"alias","logo","path_0","path_1","path_2","path_3","path_4","path_5","path_6","path_7","time"
"Jakob","path/logo_423_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450881, nanoseconds=419000000)"
"Sarah_240321","path/logo_170_path_full.svg","false","false","false","true","true","true","true","true",""
"Jani","path/logo_102_path_full.svg","true","true","true","true","true","false","false","false",""
"Tim_Harry","path/logo_38_path_full.svg","true","true","false","false","false","false","false","false",""
"Löschen","path/logo_413_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461296, nanoseconds=899000000)"
"Jonathan","path/logo_156_path_full.svg","true","true","true","false","false","false","false","false",""
"Sarah_240321","path/logo_88_path_full.svg","false","false","true","true","true","true","false","false",""
"Sarah","path/logo_330_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453871, nanoseconds=621000000)"
"Löschen","path/logo_300_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461120, nanoseconds=777000000)"
"Tim","path/logo_193_path_full.svg","true","true","true","true","false","false","false","true","Timestamp(seconds=1617452721, nanoseconds=681000000)"
"Sarah_240321","path/logo_145_path_full.svg","true","true","false","false","false","false","true","true",""
"TestJani","path/logo_171_path_full.svg","false","false","false","false","false","false","false","false",""
"Tim_Harry","path/logo_165_path_full.svg","true","true","false","false","false","false","false","false",""
"Sarah_240321","path/logo_149_path_full.svg","true","true","true","false","false","false","false","false",""
"Kikipu","path/logo_75_path_full.svg","false","true","false","false","false","false","true","false",""
"Jakob","path/logo_144_path_full.svg","true","false","false","false","false","false","false","false",""
"rebecca","path/logo_173_path_full.svg","true","false","false","false","false","false","false","false",""
"test","path/logo_0_path_full.svg","true","true","true","false","false","false","false","false",""
"rebecca","path/logo_58_path_full.svg","true","false","false","false","false","false","false","false",""
"rebecca","path/logo_161_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim","path/logo_218_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452916, nanoseconds=282000000)"
"Sarah","path/logo_293_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617453719, nanoseconds=563000000)"
"Ramo","path/logo_27_path_full.svg","true","false","false","false","false","false","false","false",""
"Lena","path/logo_50_path_full.svg","false","false","false","false","false","true","true","true",""
"rebecca","path/logo_76_path_full.svg","false","false","false","false","false","false","false","false",""
"Sarah","path/logo_412_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617454188, nanoseconds=118000000)"
"Kikipu","path/logo_113_path_full.svg","false","false","false","true","true","true","true","true",""
"Jakob","path/logo_12_path_full.svg","true","false","false","false","false","false","false","false",""
"Jakob","path/logo_277_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450454, nanoseconds=759000000)"
"Löschen","path/logo_304_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461137, nanoseconds=853000000)"
"Tim_Harry","path/logo_180_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah_240321","path/logo_124_path_full.svg","true","true","true","true","false","true","false","false",""
"Lena","path/logo_54_path_full.svg","false","false","false","false","false","true","true","true",""
"Julia","path/logo_25_path_full.svg","true","true","true","false","false","false","false","false",""
"Tim","path/logo_42_path_full.svg","false","false","false","true","true","true","false","false",""
"Löschen","path/logo_196_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617460791, nanoseconds=910000000)"
"Jonathan","path/logo_50_path_full.svg","true","true","true","true","true","false","false","false",""
"TestJani","path/logo_121_path_full.svg","false","false","false","false","false","false","false","false",""
"Jakob","path/logo_27_path_full.svg","true","false","false","false","false","false","false","false",""
"Julia","path/logo_101_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_309_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453782, nanoseconds=214000000)"
"Ramo","path/logo_165_path_full.svg","true","true","false","false","false","false","false","false",""
"Tim_Harry","path/logo_125_path_full.svg","true","true","false","false","false","false","false","false",""
"Jani","path/logo_48_path_full.svg","true","false","false","false","false","true","true","true",""
"Lena","path/logo_62_path_full.svg","true","false","false","false","false","false","false","false",""
"Ramo","path/logo_48_path_full.svg","false","false","false","false","false","true","true","true",""
"Jonathan","path/logo_433_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617453213, nanoseconds=179000000)"
"Julia","path/logo_177_path_full.svg","false","false","true","false","false","false","false","false",""
"Niklas","path/logo_165_path_full.svg","true","true","false","false","false","false","false","false",""
"Niklas","path/logo_117_path_full.svg","true","true","true","false","false","false","false","false",""
"Jakob","path/logo_6_path_full.svg","true","true","false","false","false","false","false","false",""
"Kikipu","path/logo_187_path_full.svg","true","false","false","false","false","false","false","false",""
"Jonathan","path/logo_86_path_full.svg","false","false","false","false","true","true","true","true",""
"Jakob","path/logo_395_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450813, nanoseconds=20000000)"
"Julia","path/logo_138_path_full.svg","false","true","true","false","false","false","false","false",""
"Kikipu","path/logo_61_path_full.svg","true","false","false","false","false","false","false","false",""
"Kikipu","path/logo_134_path_full.svg","false","false","false","true","true","false","false","false",""
"Kikipu","path/logo_19_path_full.svg","false","true","false","false","false","false","false","false",""
"Kikipu","path/logo_52_path_full.svg","true","false","true","false","false","false","false","false",""
"Jan B.","path/logo_396_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454567, nanoseconds=315000000)"
"Sarah","path/logo_424_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454230, nanoseconds=745000000)"
"Tim","path/logo_390_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453761, nanoseconds=187000000)"
"Niklas","path/logo_167_path_full.svg","true","false","true","true","false","false","false","false",""
"Tim","path/logo_241_path_full.svg","true","true","false","false","false","true","false","false","Timestamp(seconds=1617453058, nanoseconds=876000000)"
"Löschen","path/logo_321_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461184, nanoseconds=875000000)"
"Sarah","path/logo_222_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453451, nanoseconds=397000000)"
"Jonathan","path/logo_54_path_full.svg","false","false","false","false","false","false","false","false",""
"Niklas","path/logo_175_path_full.svg","false","true","true","true","false","false","false","false",""
"Niklas","path/logo_101_path_full.svg","true","true","true","true","true","true","true","true",""
"Jonathan","path/logo_342_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617452633, nanoseconds=992000000)"
"Ramo","path/logo_151_path_full.svg","true","true","false","false","false","false","false","true",""
"Sarah","path/logo_208_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453389, nanoseconds=636000000)"
"Sarah","path/logo_216_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617453437, nanoseconds=80000000)"
"Ramo","path/logo_83_path_full.svg","false","false","false","false","false","false","false","false",""
"Niklas","path/logo_186_path_full.svg","true","false","false","false","false","false","false","false",""
"Löschen","path/logo_334_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461198, nanoseconds=564000000)"
"TestJani","path/logo_97_path_full.svg","false","false","false","false","false","false","false","false",""
"Jonathan","path/logo_273_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452094, nanoseconds=85000000)"
"Jakob","path/logo_242_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450363, nanoseconds=769000000)"
"Ramo","path/logo_190_path_full.svg","false","true","false","false","false","false","false","false",""
"Niklas","path/logo_176_path_full.svg","true","true","false","false","false","false","false","false",""
"Jani","path/logo_181_path_full.svg","true","true","true","false","false","false","false","false",""
"Niklas","path/logo_148_path_full.svg","true","true","true","false","false","false","false","false",""
"Sarah","path/logo_388_path_full.svg","true","true","true","true","true","false","false","true","Timestamp(seconds=1617454076, nanoseconds=866000000)"
"Lena","path/logo_178_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_359_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453969, nanoseconds=725000000)"
"Niklas","path/logo_48_path_full.svg","false","false","false","false","false","true","true","true",""
"Jonathan","path/logo_87_path_full.svg","true","true","true","true","true","true","true","true",""
"Jan B.","path/logo_319_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617454095, nanoseconds=851000000)"
"Jan B.","path/logo_429_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454737, nanoseconds=299000000)"
"Kikipu","path/logo_53_path_full.svg","true","false","true","true","true","false","true","false",""
"Ramo","path/logo_88_path_full.svg","false","false","true","true","true","true","false","false",""
"TestJani","path/logo_187_path_full.svg","false","false","false","false","false","false","false","false",""
"Kikipu","path/logo_176_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim","path/logo_409_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453994, nanoseconds=746000000)"
"Sarah","path/logo_226_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453470, nanoseconds=705000000)"
"Niklas","path/logo_171_path_full.svg","true","true","false","false","false","false","false","false",""
"Jakob","path/logo_2_path_full.svg","true","true","false","false","false","true","false","false",""
"Lena","path/logo_29_path_full.svg","true","true","false","false","false","false","false","false",""
"Julia","path/logo_75_path_full.svg","false","true","false","false","false","false","true","false",""
"Jonathan","path/logo_113_path_full.svg","false","false","false","true","true","true","true","true",""
"Ramo","path/logo_36_path_full.svg","true","false","false","false","false","false","false","false",""
"Jani","path/logo_93_path_full.svg","true","true","true","false","false","false","false","false",""
"Niklas","path/logo_67_path_full.svg","false","false","false","true","true","true","false","false",""
"TestJani","path/logo_34_path_full.svg","false","false","false","false","false","false","true","false",""
"Sarah_240321","path/logo_96_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim","path/logo_7_path_full.svg","true","true","true","false","false","false","false","false",""
"Lena","path/logo_104_path_full.svg","true","true","true","false","false","true","false","false",""
"Tim_Harry","path/logo_108_path_full.svg","true","true","true","false","false","false","false","false",""
"Jan B.","path/logo_431_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454743, nanoseconds=481000000)"
"Tim_Harry","path/logo_113_path_full.svg","true","true","true","false","false","false","false","false",""
"Lena","path/logo_72_path_full.svg","true","true","true","true","true","false","true","true",""
"Jonathan","path/logo_329_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617452498, nanoseconds=12000000)"
"Kikipu","path/logo_126_path_full.svg","true","true","true","false","false","false","false","false",""
"Tim_Harry","path/logo_93_path_full.svg","true","true","true","false","false","false","false","false",""
"Jani","path/logo_153_path_full.svg","true","true","false","false","true","true","false","false",""
"Jakob","path/logo_226_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450308, nanoseconds=809000000)"
"Jonathan","path/logo_228_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617451680, nanoseconds=623000000)"
"Kikipu","path/logo_27_path_full.svg","true","false","false","false","false","false","false","false",""
"Jani","path/logo_179_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonathan","path/logo_227_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617451674, nanoseconds=662000000)"
"Sarah_240321","path/logo_47_path_full.svg","true","false","false","false","false","false","false","false",""
"Jakob","path/logo_404_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617450837, nanoseconds=94000000)"
"Niklas","path/logo_191_path_full.svg","true","true","false","false","false","false","false","false",""
"Sarah","path/logo_232_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453487, nanoseconds=718000000)"
"Löschen","path/logo_259_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461036, nanoseconds=267000000)"
"Tim","path/logo_21_path_full.svg","false","false","false","false","false","false","true","true",""
"Jani","path/logo_103_path_full.svg","true","true","false","false","true","false","false","false",""
"Niklas","path/logo_6_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonathan","path/logo_241_path_full.svg","true","true","false","false","false","true","false","false","Timestamp(seconds=1617451787, nanoseconds=344000000)"
"Jonathan","path/logo_418_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453061, nanoseconds=980000000)"
"Sarah_240321","path/logo_120_path_full.svg","true","false","false","false","false","false","false","false",""
"rebecca","path/logo_62_path_full.svg","true","false","false","false","false","false","false","false",""
"Jakob","path/logo_259_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450405, nanoseconds=956000000)"
"Julia","path/logo_93_path_full.svg","true","true","true","false","false","false","false","false",""
"Sarah_240321","path/logo_90_path_full.svg","true","false","false","false","true","false","true","false",""
"Sarah_240321","path/logo_153_path_full.svg","true","true","false","false","false","false","false","false",""
"Niklas","path/logo_23_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonas","path/logo_8_path_full.svg","false","false","false","false","false","false","false","false",""
"Sarah_240321","path/logo_91_path_full.svg","true","true","false","false","false","false","false","false",""
"Niklas","path/logo_53_path_full.svg","false","true","false","false","false","true","false","true",""
"Kikipu","path/logo_135_path_full.svg","false","true","false","false","false","true","false","false",""
"Jonathan","path/logo_1_path_full.svg","true","true","true","true","true","true","true","false",""
"Ramo","path/logo_178_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah_240321","path/logo_10_path_full.svg","true","false","false","false","false","false","false","true",""
"Kikipu","path/logo_177_path_full.svg","false","false","true","false","false","false","false","false",""
"Julia","path/logo_144_path_full.svg","true","true","true","false","false","false","false","false",""
"TestJani","path/logo_66_path_full.svg","false","false","false","false","false","false","true","false",""
"Jonathan","path/logo_272_path_full.svg","true","true","true","true","true","true","false","false","Timestamp(seconds=1617452091, nanoseconds=38000000)"
"Kikipu","path/logo_18_path_full.svg","true","false","false","false","false","false","false","false",""
"rebecca","path/logo_96_path_full.svg","true","true","false","false","false","false","false","false",""
"Lena","path/logo_5_path_full.svg","true","true","true","false","false","false","false","false",""
"Jakob","path/logo_121_path_full.svg","false","true","false","false","false","false","false","true",""
"Niklas","path/logo_153_path_full.svg","true","true","false","false","false","false","false","false",""
"Niklas","path/logo_96_path_full.svg","true","true","false","false","false","false","false","false",""
"Tim_Harry","path/logo_162_path_full.svg","true","true","false","false","false","true","false","false",""
"Jani","path/logo_92_path_full.svg","true","true","true","false","false","false","false","false",""
"rebecca","path/logo_21_path_full.svg","false","false","false","false","false","false","true","true",""
"Jonathan","path/logo_40_path_full.svg","true","true","true","false","false","false","false","false",""
"Jani","path/logo_13_path_full.svg","true","false","false","false","false","false","false","false",""
"Niklas","path/logo_147_path_full.svg","true","false","false","false","false","false","false","false",""
"Jan B.","path/logo_435_path_full.svg","true","true","true","true","false","false","false","false","Timestamp(seconds=1617454761, nanoseconds=517000000)"
"rebecca","path/logo_86_path_full.svg","false","false","false","false","true","true","true","true",""
"Jonathan","path/logo_1_path_full.svg","true","true","true","true","true","true","true","false",""
"TestJani","path/logo_58_path_full.svg","false","false","false","false","false","false","true","false",""
"Tim","path/logo_311_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453378, nanoseconds=978000000)"
"TestJani","path/logo_88_path_full.svg","false","false","false","false","false","false","true","false",""
"Niklas","path/logo_142_path_full.svg","true","true","true","false","false","false","false","false",""
"Lena","path/logo_19_path_full.svg","true","true","false","false","false","false","false","false",""
"TestJani","path/logo_23_path_full.svg","false","false","false","false","false","false","true","false",""
"Sarah","path/logo_269_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453637, nanoseconds=294000000)"
"Niklas","path/logo_164_path_full.svg","true","true","false","false","false","false","false","false",""
"Jan B.","path/logo_277_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453789, nanoseconds=468000000)"
"TestJani","path/logo_120_path_full.svg","false","false","false","false","false","false","false","false",""
"TestJani","path/logo_15_path_full.svg","false","false","false","false","false","false","true","false",""
"Jan B.","path/logo_391_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617454540, nanoseconds=688000000)"
"Jakob","path/logo_410_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617450854, nanoseconds=593000000)"
"Jani","path/logo_101_path_full.svg","true","true","true","true","true","true","true","true",""
"Niklas","path/logo_110_path_full.svg","true","true","true","true","true","true","false","false",""
"Julia","path/logo_160_path_full.svg","true","true","false","false","false","false","false","false",""
"Jan B.","path/logo_271_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453689, nanoseconds=100000000)"
"Niklas","path/logo_30_path_full.svg","true","false","false","false","false","false","false","false",""
"Tim_Harry","path/logo_171_path_full.svg","true","true","false","false","false","false","false","false",""
"rebecca","path/logo_148_path_full.svg","true","true","true","false","false","false","false","false",""
"Sarah_240321","path/logo_111_path_full.svg","true","true","true","true","true","true","false","false",""
"TestJani","path/logo_36_path_full.svg","false","false","false","false","false","false","true","false",""
"Julia","path/logo_46_path_full.svg","true","false","false","false","false","false","false","false",""
"Niklas","path/logo_87_path_full.svg","true","true","false","false","false","false","false","true",""
"Jakob","path/logo_333_path_full.svg","true","true","false","false","true","false","false","false","Timestamp(seconds=1617450624, nanoseconds=194000000)"
"Jakob","path/logo_434_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617450904, nanoseconds=140000000)"
"Tim","path/logo_197_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617452749, nanoseconds=65000000)"
"Tim","path/logo_328_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453465, nanoseconds=268000000)"
"Niklas","path/logo_135_path_full.svg","false","true","true","false","true","false","true","false",""
"Löschen","path/logo_277_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461071, nanoseconds=525000000)"
"Niklas","path/logo_35_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_338_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453893, nanoseconds=699000000)"
"Tim","path/logo_323_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453444, nanoseconds=200000000)"
"Jani","path/logo_112_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonathan","path/logo_323_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617452449, nanoseconds=198000000)"
"Sarah_240321","path/logo_9_path_full.svg","true","true","false","false","false","false","false","false",""
"Ramo","path/logo_137_path_full.svg","false","false","false","false","false","false","false","false",""
"Jakob","path/logo_150_path_full.svg","true","true","false","false","false","false","false","false",""
"TestJani","path/logo_175_path_full.svg","false","false","false","false","false","false","false","false",""
"Jani","path/logo_156_path_full.svg","true","true","true","false","false","true","true","false",""
"Jonathan","path/logo_420_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453070, nanoseconds=28000000)"
"Jani","path/logo_107_path_full.svg","true","true","true","false","false","false","false","false",""
"Sarah_240321","path/logo_68_path_full.svg","true","true","false","false","false","false","false","false",""
"Niklas","path/logo_34_path_full.svg","true","false","false","false","false","false","false","false",""
"Kikipu","path/logo_66_path_full.svg","true","true","false","false","false","false","false","false",""
"Jan B.","path/logo_428_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454734, nanoseconds=136000000)"
"Jan B.","path/logo_384_path_full.svg","true","false","false","true","false","false","false","true","Timestamp(seconds=1617454495, nanoseconds=631000000)"
"Jonathan","path/logo_351_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452695, nanoseconds=714000000)"
"Niklas","path/logo_166_path_full.svg","true","true","false","false","false","false","false","false",""
"Niklas","path/logo_189_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah_240321","path/logo_143_path_full.svg","true","true","false","false","false","false","false","true",""
"Sarah","path/logo_416_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454204, nanoseconds=487000000)"
"Lena","path/logo_47_path_full.svg","true","false","false","false","false","false","false","false",""
"TestJani","path/logo_26_path_full.svg","false","false","false","false","false","false","false","false",""
"Jonathan","path/logo_265_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452034, nanoseconds=134000000)"
"Sarah","path/logo_253_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617453581, nanoseconds=688000000)"
"TestJani","path/logo_14_path_full.svg","false","false","false","false","false","false","true","false",""
"Sarah_240321","path/logo_110_path_full.svg","true","true","true","true","true","true","false","false",""
"Julia","path/logo_18_path_full.svg","true","false","false","false","false","false","false","false",""
"Julia","path/logo_183_path_full.svg","true","true","false","false","false","false","false","false",""
"Sarah","path/logo_250_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617453569, nanoseconds=527000000)"
"Jan B.","path/logo_221_path_full.svg","false","false","false","false","true","false","false","false","Timestamp(seconds=1617452965, nanoseconds=399000000)"
"Julia","path/logo_185_path_full.svg","true","true","false","false","false","false","false","false",""
"Jan B.","path/logo_280_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453804, nanoseconds=81000000)"
"Ramo","path/logo_66_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_313_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453799, nanoseconds=812000000)"
"Ramo","path/logo_69_path_full.svg","true","false","false","false","false","false","false","false",""
"Jakob","path/logo_415_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617450864, nanoseconds=762000000)"
"Sarah","path/logo_297_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453731, nanoseconds=282000000)"
"rebecca","path/logo_67_path_full.svg","false","false","false","true","true","true","false","false",""
"rebecca","path/logo_182_path_full.svg","true","false","false","false","false","false","false","false",""
"Sarah","path/logo_279_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453666, nanoseconds=748000000)"
"Ramo","path/logo_103_path_full.svg","false","true","false","false","true","false","false","false",""
"Tim_Harry","path/logo_39_path_full.svg","true","true","true","false","false","false","false","false",""
"Jakob","path/logo_160_path_full.svg","true","true","false","false","false","false","false","false",""
"Niklas","path/logo_62_path_full.svg","true","false","false","false","false","false","false","false",""
"Ramo","path/logo_50_path_full.svg","false","false","false","false","false","true","true","true",""
"Lena","path/logo_171_path_full.svg","true","true","false","false","false","false","false","false",""
"Ramo","path/logo_5_path_full.svg","true","false","false","false","false","false","false","false",""
"Niklas","path/logo_149_path_full.svg","true","true","true","false","false","false","false","false",""
"Jakob","path/logo_301_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617450526, nanoseconds=299000000)"
"rebecca","path/logo_5_path_full.svg","true","true","false","false","false","false","false","false",""
"Jakob","path/logo_37_path_full.svg","true","false","false","false","false","false","false","false",""
"Jakob","path/logo_264_path_full.svg","false","false","true","false","false","false","false","false","Timestamp(seconds=1617450420, nanoseconds=269000000)"
"Tim_Harry","path/logo_118_path_full.svg","true","true","true","true","false","false","false","false",""
"Lena","path/logo_113_path_full.svg","true","true","true","false","false","false","false","false",""
"Löschen","path/logo_371_path_full.svg","false","false","false","false","false","false","false","false","Timestamp(seconds=1617461251, nanoseconds=774000000)"
"Jakob","path/logo_266_path_full.svg","false","true","true","false","false","false","false","false","Timestamp(seconds=1617450425, nanoseconds=217000000)"
"Tim_Harry","path/logo_166_path_full.svg","true","true","true","false","true","true","false","false",""
"Ramo","path/logo_108_path_full.svg","true","true","true","false","false","false","false","false",""
"Julia","path/logo_77_path_full.svg","false","true","false","false","false","true","false","false",""
"Jan B.","path/logo_340_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617454259, nanoseconds=122000000)"
"Julia","path/logo_153_path_full.svg","true","true","false","false","false","false","false","false",""
"Niklas","path/logo_99_path_full.svg","true","true","true","false","false","false","false","false",""
"Jonathan","path/logo_194_path_full.svg","true","true","true","false","false","false","false","false","Timestamp(seconds=1617450741, nanoseconds=275000000)"
"Julia","path/logo_126_path_full.svg","false","false","false","true","true","true","false","false",""
"Jakob","path/logo_181_path_full.svg","true","true","false","false","false","false","false","false",""
"Ramo","path/logo_2_path_full.svg","true","false","false","false","false","false","false","false",""
"Jani","path/logo_54_path_full.svg","true","false","false","false","false","true","true","true",""
"Niklas","path/logo_150_path_full.svg","true","true","false","false","false","false","false","false",""
"Tim","path/logo_369_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453665, nanoseconds=131000000)"
"Sarah_240321","path/logo_105_path_full.svg","true","true","false","false","false","false","false","false",""
"Tim","path/logo_201_path_full.svg","true","true","true","true","true","true","true","true","Timestamp(seconds=1617452799, nanoseconds=877000000)"
"Sarah","path/logo_343_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617453913, nanoseconds=959000000)"
"Sarah","path/logo_254_path_full.svg","true","true","false","false","false","false","false","false","Timestamp(seconds=1617453584, nanoseconds=46000000)"
"Sarah_240321","path/logo_102_path_full.svg","true","true","true","true","true","false","false","false",""
"Niklas","path/logo_20_path_full.svg","false","false","false","false","false","true","false","true",""
"Julia","path/logo_86_path_full.svg","false","false","false","false","true","true","true","true",""
"Tim","path/logo_225_path_full.svg","true","false","false","false","false","false","false","false","Timestamp(seconds=1617452952, nanoseconds=30000000)"
"rebecca","path/logo_14_path_full.svg","true","true","false","false","false","false","false","false",""
"Tim_Harry","path/logo_144_path_full.svg","true","true","true","false","false","false","false","false",""
