"alias","animation_file","animation_id","logo_id","path_0_rating","path_1_rating","path_2_rating","path_3_rating","path_4_rating","path_5_rating","path_6_rating","path_7_rating","time"
"Jonathan","animation/logo_407_animation_6.svg","6","407","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617895731, nanoseconds=317000000)"
"Jonathan","animation/logo_241_animation_13.svg","13","241","Okay","Okay","no_rating","no_rating","no_rating","Very Bad","no_rating","no_rating","Timestamp(seconds=1618684499, nanoseconds=454000000)"
"Rebecca","animation/logo_229_animation_4.svg","4","229","no_rating","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617890088, nanoseconds=149000000)"
"Jakob","animation/logo_323_animation_12.svg","12","323","Good","Bad","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618500385, nanoseconds=733000000)"
"Jonathan","animation/logo_84_animation_12.svg","12","84","Okay","Okay","Okay","no_rating","Okay","no_rating","Very Bad","Okay","Timestamp(seconds=1618679767, nanoseconds=197000000)"
"JONATHAN","animation/logo_159_animation_6.svg","6","159","Okay","no_rating","no_rating","no_rating","no_rating","Okay","no_rating","no_rating","Timestamp(seconds=1617895945, nanoseconds=769000000)"
"Tim","animation/logo_331_animation_14.svg","14","331","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618763680, nanoseconds=566000000)"
"Jonathan","animation/logo_254_animation_11.svg","11","254","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","Very Bad","no_rating","Timestamp(seconds=1618338557, nanoseconds=633000000)"
"Jonathan","animation/logo_361_animation_8.svg","8","361","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618052850, nanoseconds=146000000)"
"Tim","animation/logo_232_animation_13.svg","13","232","Okay","Okay","Good","no_rating","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1618682618, nanoseconds=205000000)"
"Tim","animation/logo_227_animation_12.svg","12","227","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618680003, nanoseconds=953000000)"
"Jonathan","animation/logo_251_animation_13.svg","13","251","Bad","Okay","no_rating","Very Bad","no_rating","Very Bad","no_rating","no_rating","Timestamp(seconds=1618682118, nanoseconds=295000000)"
"Jonathan","animation/logo_371_animation_12.svg","12","371","Good","no_rating","no_rating","no_rating","Very Bad","no_rating","Very Bad","no_rating","Timestamp(seconds=1618679030, nanoseconds=761000000)"
"Sarah","animation/logo_133_animation_4.svg","4","133","no_rating","Very Bad","Okay","Very Bad","no_rating","no_rating","Okay","no_rating","Timestamp(seconds=1617884056, nanoseconds=875000000)"
"Sarah","animation/logo_245_animation_4.svg","4","245","Very Good","Very Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617884065, nanoseconds=568000000)"
"Tim","animation/logo_71_animation_5.svg","5","71","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617892735, nanoseconds=833000000)"
"TEST","animation/logo_250_animation_15.svg","15","250","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618847662, nanoseconds=769000000)"
"Jonathan","animation/logo_222_animation_1.svg","1","222","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617813692, nanoseconds=848000000)"
"Tim","animation/logo_44_animation_14.svg","14","44","Bad","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618765620, nanoseconds=333000000)"
"Jonathan","animation/logo_290_animation_13.svg","13","290","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618684043, nanoseconds=668000000)"
"Tim","animation/logo_194_animation_12.svg","12","194","Okay","Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618679753, nanoseconds=88000000)"
"Jakob","animation/logo_147_animation_0.svg","0","147","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617800628, nanoseconds=510000000)"
"Jonathan","animation/logo_383_animation_13.svg","13","383","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618683362, nanoseconds=478000000)"
"Tim","animation/logo_221_animation_9.svg","9","221","no_rating","no_rating","no_rating","no_rating","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1618053429, nanoseconds=620000000)"
"Jonathan","animation/logo_431_animation_5.svg","5","431","Okay","no_rating","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617893887, nanoseconds=654000000)"
"Jonathan","animation/logo_312_animation_10.svg","10","312","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618332842, nanoseconds=702000000)"
"Tim","animation/logo_15_animation_15.svg","15","15","no_rating","no_rating","no_rating","no_rating","no_rating","Bad","no_rating","no_rating","Timestamp(seconds=1618767474, nanoseconds=170000000)"
"Jonathan","animation/logo_387_animation_9.svg","9","387","Okay","Bad","Okay","Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618150577, nanoseconds=441000000)"
"Ole","animation/logo_110_animation_2.svg","2","110","Good","Bad","Good","Good","Good","Good","no_rating","no_rating","Timestamp(seconds=1617817604, nanoseconds=191000000)"
"Jonathan","animation/logo_365_animation_8.svg","8","365","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618050673, nanoseconds=70000000)"
"Jonathan","animation/logo_183_animation_9.svg","9","183","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618150395, nanoseconds=649000000)"
"Tim","animation/logo_134_animation_12.svg","12","134","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618679796, nanoseconds=733000000)"
"Tim","animation/logo_410_animation_4.svg","4","410","Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617890827, nanoseconds=383000000)"
"Jonathan","animation/logo_100_animation_6.svg","6","100","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617971032, nanoseconds=811000000)"
"Tim","animation/logo_213_animation_13.svg","13","213","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618683399, nanoseconds=641000000)"
"Tim","animation/logo_33_animation_14.svg","14","33","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618763070, nanoseconds=779000000)"
"Jonathan","animation/logo_130_animation_3.svg","3","130","Bad","no_rating","Okay","Bad","no_rating","no_rating","Bad","no_rating","Timestamp(seconds=1617829085, nanoseconds=698000000)"
"Jonathan","animation/logo_374_animation_9.svg","9","374","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618149734, nanoseconds=823000000)"
"Tim","animation/logo_355_animation_8.svg","8","355","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618043746, nanoseconds=798000000)"
"Ole","animation/logo_312_animation_7.svg","7","312","no_rating","Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617981581, nanoseconds=810000000)"
"Jonathan","animation/logo_367_animation_9.svg","9","367","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","Okay","no_rating","Timestamp(seconds=1618150978, nanoseconds=548000000)"
"Jonathan","animation/logo_215_animation_9.svg","9","215","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618150121, nanoseconds=452000000)"
"Tim","animation/logo_104_animation_8.svg","8","104","Okay","Good","no_rating","no_rating","no_rating","Okay","no_rating","no_rating","Timestamp(seconds=1618039950, nanoseconds=169000000)"
"Rebecca","animation/logo_386_animation_4.svg","4","386","Okay","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617889593, nanoseconds=524000000)"
"Tim","animation/logo_419_animation_5.svg","5","419","Good","no_rating","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617892620, nanoseconds=521000000)"
"JONATHAN","animation/logo_108_animation_5.svg","5","108","Bad","Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617893813, nanoseconds=826000000)"
"Jakob","animation/logo_384_animation_6.svg","6","384","Good","Very Bad","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617910031, nanoseconds=774000000)"
"Jonathan","animation/logo_59_animation_9.svg","9","59","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618150000, nanoseconds=177000000)"
"Tim","animation/logo_240_animation_3.svg","3","240","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617861398, nanoseconds=594000000)"
"Jonathan","animation/logo_155_animation_2.svg","2","155","Very Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617828433, nanoseconds=960000000)"
"","animation/logo_431_animation_1.svg","1","431","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617886814, nanoseconds=582000000)"
"Jonathan","animation/logo_297_animation_1.svg","1","297","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617813560, nanoseconds=77000000)"
"Jakob","animation/logo_435_animation_2.svg","2","435","Good","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617887342, nanoseconds=218000000)"
"Jonathan","animation/logo_39_animation_8.svg","8","39","Okay","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618051229, nanoseconds=325000000)"
"Sarah","animation/logo_144_animation_0.svg","0","144","Very Good","Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617792764, nanoseconds=216000000)"
"Jonathan","animation/logo_100_animation_0.svg","0","100","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617741006, nanoseconds=922000000)"
"Tim","animation/logo_249_animation_14.svg","14","249","Okay","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618761409, nanoseconds=433000000)"
"Jonathan","animation/logo_105_animation_13.svg","13","105","Okay","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618683254, nanoseconds=31000000)"
"Tim","animation/logo_383_animation_8.svg","8","383","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618050406, nanoseconds=185000000)"
"Tim","animation/logo_260_animation_5.svg","5","260","no_rating","no_rating","no_rating","no_rating","Okay","no_rating","no_rating","no_rating","Timestamp(seconds=1617893057, nanoseconds=764000000)"
"Jakob","animation/logo_428_animation_5.svg","5","428","Good","no_rating","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617892496, nanoseconds=560000000)"
"Jakob","animation/logo_354_animation_0.svg","0","354","Good","no_rating","Bad","Bad","Bad","no_rating","Okay","Okay","Timestamp(seconds=1617884971, nanoseconds=638000000)"
"JONATHAN","animation/logo_28_animation_5.svg","5","28","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617892747, nanoseconds=903000000)"
"Tim","animation/logo_353_animation_14.svg","14","353","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618764838, nanoseconds=161000000)"
"Jonathan","animation/logo_170_animation_12.svg","12","170","no_rating","no_rating","no_rating","no_rating","no_rating","Good","no_rating","Bad","Timestamp(seconds=1618679282, nanoseconds=182000000)"
"jani","animation/logo_79_animation_7.svg","7","79","Very Good","no_rating","Bad","Very Bad","Bad","no_rating","Very Bad","no_rating","Timestamp(seconds=1617973595, nanoseconds=300000000)"
"Jonathan","animation/logo_418_animation_11.svg","11","418","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618338902, nanoseconds=13000000)"
"Tim","animation/logo_330_animation_14.svg","14","330","Bad","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618765221, nanoseconds=512000000)"
"Rebecca","animation/logo_177_animation_7.svg","7","177","no_rating","no_rating","no_rating","Very Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618019345, nanoseconds=581000000)"
"Jakob","animation/logo_108_animation_12.svg","12","108","Good","Good","Good","no_rating","no_rating","Very Bad","no_rating","no_rating","Timestamp(seconds=1618500373, nanoseconds=902000000)"
"Tim","animation/logo_106_animation_4.svg","4","106","Okay","Good","no_rating","no_rating","Bad","no_rating","Good","no_rating","Timestamp(seconds=1617890915, nanoseconds=716000000)"
"Tim","animation/logo_382_animation_8.svg","8","382","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Okay","Timestamp(seconds=1618039963, nanoseconds=239000000)"
"Jonathan","animation/logo_82_animation_9.svg","9","82","no_rating","Okay","Very Bad","Very Bad","Very Bad","no_rating","no_rating","no_rating","Timestamp(seconds=1618053367, nanoseconds=986000000)"
"Tim","animation/logo_240_animation_13.svg","13","240","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618682731, nanoseconds=649000000)"
"Tim","animation/logo_193_animation_14.svg","14","193","Okay","Okay","Okay","Okay","no_rating","no_rating","no_rating","Okay","Timestamp(seconds=1618761927, nanoseconds=102000000)"
"Jakob","animation/logo_8_animation_6.svg","6","8","Good","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617911163, nanoseconds=35000000)"
"Tim","animation/logo_53_animation_7.svg","7","53","no_rating","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Very Bad","Timestamp(seconds=1618037794, nanoseconds=818000000)"
"Jonathan","animation/logo_373_animation_12.svg","12","373","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618678832, nanoseconds=834000000)"
"jani","animation/logo_16_animation_7.svg","7","16","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617973467, nanoseconds=109000000)"
"Jonathan","animation/logo_202_animation_13.svg","13","202","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618681759, nanoseconds=683000000)"
"Jonathan","animation/logo_410_animation_9.svg","9","410","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618149831, nanoseconds=721000000)"
"Tim","animation/logo_114_animation_15.svg","15","114","Good","no_rating","Okay","Good","Very Bad","no_rating","Okay","no_rating","Timestamp(seconds=1618767371, nanoseconds=153000000)"
"Tim","animation/logo_394_animation_15.svg","15","394","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618767349, nanoseconds=684000000)"
"Jakob","animation/logo_340_animation_6.svg","6","340","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617896825, nanoseconds=748000000)"
"Jonathan","animation/logo_223_animation_11.svg","11","223","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618339210, nanoseconds=41000000)"
"Jonathan","animation/logo_373_animation_9.svg","9","373","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618150849, nanoseconds=844000000)"
"Jonathan","animation/logo_43_animation_10.svg","10","43","Very Bad","no_rating","no_rating","Bad","Bad","Bad","no_rating","no_rating","Timestamp(seconds=1618335622, nanoseconds=222000000)"
"Jonathan","animation/logo_434_animation_12.svg","12","434","Okay","no_rating","no_rating","no_rating","Very Bad","no_rating","Very Bad","no_rating","Timestamp(seconds=1618679953, nanoseconds=731000000)"
"Jonathan","animation/logo_314_animation_11.svg","11","314","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Bad","Timestamp(seconds=1618338581, nanoseconds=783000000)"
"Jakob","animation/logo_167_animation_6.svg","6","167","Very Good","no_rating","Good","Good","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617911078, nanoseconds=287000000)"
"Jakob","animation/logo_197_animation_4.svg","4","197","Bad","Bad","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617889924, nanoseconds=500000000)"
"Jonathan","animation/logo_223_animation_9.svg","9","223","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618053278, nanoseconds=37000000)"
"Tim","animation/logo_398_animation_9.svg","9","398","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618149966, nanoseconds=316000000)"
"Tim","animation/logo_281_animation_4.svg","4","281","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617891046, nanoseconds=635000000)"
"Jonathan","animation/logo_29_animation_9.svg","9","29","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618053955, nanoseconds=634000000)"
"JONATHAN","animation/logo_16_animation_5.svg","5","16","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617893697, nanoseconds=881000000)"
"Jonathan","animation/logo_408_animation_11.svg","11","408","Very Bad","no_rating","no_rating","no_rating","Very Bad","no_rating","no_rating","no_rating","Timestamp(seconds=1618337558, nanoseconds=270000000)"
"Ole","animation/logo_121_animation_2.svg","2","121","Good","Bad","Good","no_rating","Good","no_rating","Good","Good","Timestamp(seconds=1617817388, nanoseconds=502000000)"
"Jonathan","animation/logo_160_animation_1.svg","1","160","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617813598, nanoseconds=948000000)"
"Tim","animation/logo_292_animation_13.svg","13","292","no_rating","no_rating","no_rating","Very Good","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618682549, nanoseconds=381000000)"
"JONATHAN","animation/logo_304_animation_5.svg","5","304","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617892700, nanoseconds=838000000)"
"Jonathan","animation/logo_280_animation_7.svg","7","280","Okay","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617971226, nanoseconds=660000000)"
"Jonathan","animation/logo_99_animation_9.svg","9","99","Okay","Very Bad","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618053874, nanoseconds=262000000)"
"Jonathan","animation/logo_277_animation_1.svg","1","277","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617814030, nanoseconds=506000000)"
"Jonathan","animation/logo_105_animation_6.svg","6","105","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617894715, nanoseconds=488000000)"
"Jonathan","animation/logo_349_animation_2.svg","2","349","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617815968, nanoseconds=90000000)"
"Jonathan","animation/logo_263_animation_1.svg","1","263","Okay","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617815705, nanoseconds=45000000)"
"Tim","animation/logo_376_animation_14.svg","14","376","Bad","no_rating","no_rating","Okay","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618762932, nanoseconds=414000000)"
"Jakob","animation/logo_385_animation_2.svg","2","385","Good","no_rating","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617887405, nanoseconds=815000000)"
"Tim","animation/logo_30_animation_14.svg","14","30","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618761838, nanoseconds=505000000)"
"Jonathan","animation/logo_141_animation_13.svg","13","141","Bad","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618682072, nanoseconds=427000000)"
"Jonathan","animation/logo_378_animation_9.svg","9","378","Okay","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618150689, nanoseconds=529000000)"
"Jakob","animation/logo_62_animation_4.svg","4","62","Good","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617889871, nanoseconds=171000000)"
"Jakob","animation/logo_356_animation_0.svg","0","356","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617885098, nanoseconds=199000000)"
"jani","animation/logo_114_animation_7.svg","7","114","no_rating","Very Bad","Very Good","Good","no_rating","no_rating","Bad","no_rating","Timestamp(seconds=1617973722, nanoseconds=711000000)"
"Jonathan","animation/logo_339_animation_11.svg","11","339","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618338991, nanoseconds=119000000)"
"Tim","animation/logo_117_animation_15.svg","15","117","Good","no_rating","Good","Okay","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618766851, nanoseconds=336000000)"
"Tim","animation/logo_224_animation_13.svg","13","224","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618682536, nanoseconds=745000000)"
"Tim","animation/logo_323_animation_3.svg","3","323","Bad","Okay","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617864936, nanoseconds=0)"
"Tim","animation/logo_237_animation_14.svg","14","237","Okay","Good","Good","Bad","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618761901, nanoseconds=913000000)"
"Tim","animation/logo_209_animation_12.svg","12","209","Bad","Okay","no_rating","no_rating","Bad","no_rating","no_rating","no_rating","Timestamp(seconds=1618680361, nanoseconds=171000000)"
"Jonathan","animation/logo_47_animation_13.svg","13","47","Okay","Okay","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618681949, nanoseconds=126000000)"
"Jakob","animation/logo_323_animation_15.svg","15","323","Okay","Good","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618815875, nanoseconds=325000000)"
"Jonathan","animation/logo_161_animation_11.svg","11","161","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618337285, nanoseconds=362000000)"
"Tim","animation/logo_17_animation_15.svg","15","17","Good","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618767596, nanoseconds=942000000)"
"Rebecca","animation/logo_15_animation_7.svg","7","15","no_rating","no_rating","no_rating","no_rating","no_rating","Okay","no_rating","no_rating","Timestamp(seconds=1618019927, nanoseconds=844000000)"
"","animation/logo_240_animation_7.svg","7","240","Okay","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618036775, nanoseconds=169000000)"
"Jonathan","animation/logo_202_animation_1.svg","1","202","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617815412, nanoseconds=734000000)"
"Jakob","animation/logo_324_animation_0.svg","0","324","Very Good","no_rating","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617781348, nanoseconds=229000000)"
"Tim","animation/logo_385_animation_8.svg","8","385","Good","no_rating","Good","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618040112, nanoseconds=395000000)"
"Jakob","animation/logo_9_animation_0.svg","0","9","Okay","Good","no_rating","no_rating","no_rating","no_rating","Very Bad","no_rating","Timestamp(seconds=1617781517, nanoseconds=831000000)"
"Tim","animation/logo_7_animation_7.svg","7","7","no_rating","Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1618037102, nanoseconds=787000000)"
"Ole","animation/logo_360_animation_15.svg","15","360","Okay","Very Bad","Okay","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1619112616, nanoseconds=446000000)"
"Jonathan","animation/logo_244_animation_2.svg","2","244","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617816144, nanoseconds=775000000)"
"Ole","animation/logo_392_animation_15.svg","15","392","Very Bad","Very Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1619112561, nanoseconds=789000000)"
"Jakob","animation/logo_369_animation_2.svg","2","369","Bad","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","no_rating","Timestamp(seconds=1617887361, nanoseconds=669000000)"
"Jakob","animation/logo_220_animation_0.svg","0","220","Good","Bad","no_rating","no_rating","no_rating","Very Bad","Very Bad","Very Bad","Timestamp(seconds=1617781294, nanoseconds=205000000)"
"Tim","animation/logo_88_animation_3.svg","3","88","no_rating","Bad","Okay","Okay","Good","no_rating","no_rating","no_rating","Timestamp(seconds=1617863185, nanoseconds=46000000)"
